21:48:31.339 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/registration
21:48:34.965 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:48:34.966 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:48:35.004 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:48:35.004 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:48:35.051 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:48:35.051 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:48:35.084 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:48:35.085 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:48:35.120 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:48:35.121 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:48:35.156 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:48:35.157 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:48:35.181 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:48:35.182 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
21:48:35.219 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:48:35.221 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Logout button"
21:48:35.336 | 💡 INFO     | BASE_COMPONENT | Checking that current url matches pattern: .*/#/auth/login
21:48:35.400 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:48:35.401 | 💡 INFO     | INPUT          | Filling input "Email" with value: "emailtest@gmail.com"
21:48:35.579 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:48:35.579 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "emailtest@gmail.com"
21:48:35.608 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:48:35.609 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:48:35.724 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:48:35.724 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:48:35.754 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
21:48:35.754 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
21:48:36.060 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
21:48:36.060 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:48:36.108 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
21:48:36.108 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:48:36.144 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:48:36.145 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
21:48:36.188 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:48:36.188 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
21:48:36.218 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:48:36.218 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
21:48:36.250 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:48:36.250 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
21:48:36.269 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:48:36.269 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:48:36.306 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:48:36.307 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:48:36.331 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:48:36.332 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:48:36.366 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:48:36.367 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:48:36.390 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:48:36.390 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:48:36.433 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:48:36.433 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:48:36.462 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:48:36.463 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:48:36.486 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:48:36.487 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:48:36.518 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:48:36.519 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:48:36.562 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:48:36.562 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:48:36.607 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:48:36.608 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:48:36.635 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:48:36.636 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
